gem_id,meaning_representation,target,references
viggo-train-4466,"inform(name[Assetto Corsa], esrb[E (for Everyone)], genres[driving/racing, simulation, sport], platforms[PlayStation, Xbox, PC], has_linux_release[yes], has_mac_release[no])","Assetto Corsa is a sport racing simulation game rated E (for Everyone). It is on PlayStation, Xbox, PC, and Linux. It has no Mac support.","['Assetto Corsa is a sport racing simulation game rated E (for Everyone). It is on PlayStation, Xbox, PC, and Linux. It has no Mac support.']"
viggo-train-4467,"request(has_linux_release[yes], specifier[frightening])",Do you know of any frightening games that are available on Linux?,['Do you know of any frightening games that are available on Linux?']
viggo-train-4468,"request(has_linux_release[yes], specifier[frightening])","I'm looking for a frightening game that I can play on Linux, is there one you could recommend to me?","[""I'm looking for a frightening game that I can play on Linux, is there one you could recommend to me?""]"
viggo-train-4469,"request(has_linux_release[yes], specifier[frightening])",Are there any really frightening games on Linux?,['Are there any really frightening games on Linux?']
viggo-train-4470,"suggest(name[Tony Hawk's Pro Skater 3], genres[sport], player_perspective[third person])",How do you feel about third person sports games like Tony Hawk's Pro Skater 3?,"[""How do you feel about third person sports games like Tony Hawk's Pro Skater 3?""]"
viggo-train-4471,"suggest(name[Tony Hawk's Pro Skater 3], genres[sport], player_perspective[third person])","I'm wondering if you like third person sport games, such as Tony Hawk's Pro Skater 3?","[""I'm wondering if you like third person sport games, such as Tony Hawk's Pro Skater 3?""]"
viggo-train-4472,"suggest(name[Tony Hawk's Pro Skater 3], genres[sport], player_perspective[third person])","I was wondering if you like playing third person sports games, such as Tony Hawk's Pro Skater 3.","[""I was wondering if you like playing third person sports games, such as Tony Hawk's Pro Skater 3.""]"
viggo-train-4473,"request_explanation(rating[average], genres[sport], player_perspective[third person])",Why is it that you feel third person sports games are overall just average?,['Why is it that you feel third person sports games are overall just average?']
viggo-train-4474,"request_explanation(rating[average], genres[sport], player_perspective[third person])",Why don't you find third person sports games much fun to play?,"[""Why don't you find third person sports games much fun to play?""]"
viggo-train-4475,"request_explanation(rating[average], genres[sport], player_perspective[third person])",What do you miss in sports games with a third person perspective?,['What do you miss in sports games with a third person perspective?']
viggo-train-4476,"give_opinion(name[Diablo II], developer[Blizzard North], rating[good], has_mac_release[yes])","Diablo II is a good game, I'd say. Blizzard North makes quality content, and the fact that it actually has a Mac release is nice.","[""Diablo II is a good game, I'd say. Blizzard North makes quality content, and the fact that it actually has a Mac release is nice.""]"
viggo-train-4477,"give_opinion(name[Diablo II], developer[Blizzard North], rating[good], has_mac_release[yes])","Oh man, I miss the old Blizzard North, Diablo II is a game that in many respects hasn't been rivaled. And thankfully, it's out on Mac too!","[""Oh man, I miss the old Blizzard North, Diablo II is a game that in many respects hasn't been rivaled. And thankfully, it's out on Mac too!""]"
viggo-train-4478,"give_opinion(name[Diablo II], developer[Blizzard North], rating[good], has_mac_release[yes])","Blizzard North is mostly an okay developer, but they released Diablo II for the Mac and so that pushes the game from okay to good in my view.","['Blizzard North is mostly an okay developer, but they released Diablo II for the Mac and so that pushes the game from okay to good in my view.']"
viggo-train-4479,"inform(name[Hellblade: Senua's Sacrifice], esrb[M (for Mature)], rating[excellent], genres[adventure, hack-and-slash, indie], player_perspective[third person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes])","Hellblade: Senua's Sacrifice is an excellent indie title that is a third person hack-and-slash adventure game. It does not have any multiplayer modes. It was released on PlayStation, Xbox, and PC with it also being available on Steam. It is rated M (for Mature).","[""Hellblade: Senua's Sacrifice is an excellent indie title that is a third person hack-and-slash adventure game. It does not have any multiplayer modes. It was released on PlayStation, Xbox, and PC with it also being available on Steam. It is rated M (for Mature).""]"
viggo-train-4480,"inform(name[Hellblade: Senua's Sacrifice], esrb[M (for Mature)], rating[excellent], genres[adventure, hack-and-slash, indie], player_perspective[third person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes])","If you like indie hack-and-slash games, Hellblade: Senua's Sacrifice is an excellent single-player third person adventure game. It is rated M (for Mature). It is available on Steam, and it runs on PlayStation, Xbox, and PC platforms.","[""If you like indie hack-and-slash games, Hellblade: Senua's Sacrifice is an excellent single-player third person adventure game. It is rated M (for Mature). It is available on Steam, and it runs on PlayStation, Xbox, and PC platforms.""]"
viggo-train-4481,"inform(name[Hellblade: Senua's Sacrifice], esrb[M (for Mature)], rating[excellent], genres[adventure, hack-and-slash, indie], player_perspective[third person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes])","Hellblade: Senua's Sacrifice is supposedly an excellent indie adventure hack-and-slash game for the PlayStation, Xbox, and PC. This third person game is available on Steam but does not feature multiplayer. It is rated M (for Mature).","[""Hellblade: Senua's Sacrifice is supposedly an excellent indie adventure hack-and-slash game for the PlayStation, Xbox, and PC. This third person game is available on Steam but does not feature multiplayer. It is rated M (for Mature).""]"
viggo-train-4482,"inform(name[Madden NFL 15], release_year[2014], rating[average], genres[simulation, sport], player_perspective[bird view, third person], platforms[PlayStation, Xbox])",Madden NFL 15 is a decent sport simulation game with both a bird's eye and a third person view. The game was released in 2014 for the PlayStation and Xbox consoles only.,"[""Madden NFL 15 is a decent sport simulation game with both a bird's eye and a third person view. The game was released in 2014 for the PlayStation and Xbox consoles only.""]"
viggo-train-4483,"inform(name[Madden NFL 15], release_year[2014], rating[average], genres[simulation, sport], player_perspective[bird view, third person], platforms[PlayStation, Xbox])",Madden NFL 15 is a decent third person sports simulation game that allows you to play from a bird view perspective too. It was released in 2014 for PlayStation and Xbox consoles only.,['Madden NFL 15 is a decent third person sports simulation game that allows you to play from a bird view perspective too. It was released in 2014 for PlayStation and Xbox consoles only.']
viggo-train-4484,"inform(name[Madden NFL 15], release_year[2014], rating[average], genres[simulation, sport], player_perspective[bird view, third person], platforms[PlayStation, Xbox])",Madden NFL 15 is an average sport simulation from a bird view and third person. It came out in 2014 for PlayStation and Xbox.,['Madden NFL 15 is an average sport simulation from a bird view and third person. It came out in 2014 for PlayStation and Xbox.']
viggo-train-4485,"request(genres[music], specifier[cheerful])","I'm looking for a really cheerful music game, is there one you would recommend to me?","[""I'm looking for a really cheerful music game, is there one you would recommend to me?""]"
viggo-train-4486,"request(genres[music], specifier[cheerful])",What's a music game that you played that you thought was cheerful?,"[""What's a music game that you played that you thought was cheerful?""]"
viggo-train-4487,"request(genres[music], specifier[cheerful])",What's a cheerful music game I should pick up?,"[""What's a cheerful music game I should pick up?""]"
viggo-train-4488,"inform(name[Euro Truck Simulator], release_year[2008], rating[poor], genres[driving/racing, simulation], player_perspective[first person], platforms[PC], available_on_steam[yes])","Euro Truck Simulator is a 2008 first person driving simulator. It is poorly rated and made for PC only, while available on Steam.","['Euro Truck Simulator is a 2008 first person driving simulator. It is poorly rated and made for PC only, while available on Steam.']"
viggo-train-4489,"inform(name[Euro Truck Simulator], release_year[2008], rating[poor], genres[driving/racing, simulation], player_perspective[first person], platforms[PC], available_on_steam[yes])","Euro Truck Simulator is a poor driving simulator from a first person perspective. The game came out in 2008, and is only available on PC. You can, of course, get it on Steam.","['Euro Truck Simulator is a poor driving simulator from a first person perspective. The game came out in 2008, and is only available on PC. You can, of course, get it on Steam.']"
viggo-train-4490,"inform(name[Euro Truck Simulator], release_year[2008], rating[poor], genres[driving/racing, simulation], player_perspective[first person], platforms[PC], available_on_steam[yes])","2008's driving simulation game, Euro Truck Simulator, has relatively poor ratings. Th game is played in the first person and is available on PC via Steam.","[""2008's driving simulation game, Euro Truck Simulator, has relatively poor ratings. Th game is played in the first person and is available on PC via Steam.""]"
viggo-train-4491,"inform(name[Shadow of the Tomb Raider], exp_release_date[September 14, 2018], genres[adventure, shooter], player_perspective[third person], platforms[PlayStation, Xbox, PC])","Shadow of the Tomb Raider is an adventure shooter game that is being released on September 14, 2018 for the PlayStation, Xbox, and PC. You can play this from a third person perspective.","['Shadow of the Tomb Raider is an adventure shooter game that is being released on September 14, 2018 for the PlayStation, Xbox, and PC. You can play this from a third person perspective.']"
viggo-train-4492,"inform(name[Shadow of the Tomb Raider], exp_release_date[September 14, 2018], genres[adventure, shooter], player_perspective[third person], platforms[PlayStation, Xbox, PC])","If you like third person adventure shooters, look for the new Shadow of the Tomb Raider, set to be released September 14, 2018. It will be available on PlayStation, Xbox, and PC.","['If you like third person adventure shooters, look for the new Shadow of the Tomb Raider, set to be released September 14, 2018. It will be available on PlayStation, Xbox, and PC.']"
viggo-train-4493,"inform(name[Shadow of the Tomb Raider], exp_release_date[September 14, 2018], genres[adventure, shooter], player_perspective[third person], platforms[PlayStation, Xbox, PC])","Shadow of the Tomb Raider is a third person shooting game where players get to explore and have wild adventure. It will be available on September 14, 2018 for Xbox, PlayStation, and PC.","['Shadow of the Tomb Raider is a third person shooting game where players get to explore and have wild adventure. It will be available on September 14, 2018 for Xbox, PlayStation, and PC.']"
viggo-train-4494,"inform(name[Mafia], release_year[2002], esrb[M (for Mature)], rating[excellent], genres[driving/racing, fighting, shooter], player_perspective[third person])",Mafia is an excellent driving/racing and fighting third person shooter that was out in 2002 with an M (for Mature) rating.,['Mafia is an excellent driving/racing and fighting third person shooter that was out in 2002 with an M (for Mature) rating.']
viggo-train-4495,"inform(name[Mafia], release_year[2002], esrb[M (for Mature)], rating[excellent], genres[driving/racing, fighting, shooter], player_perspective[third person])","In 2002 an excellent game called Mafia was released. It is a third person shooting, fighting and driving game. It is an adult game that's rated M (for Mature).","[""In 2002 an excellent game called Mafia was released. It is a third person shooting, fighting and driving game. It is an adult game that's rated M (for Mature).""]"
viggo-train-4496,"inform(name[Mafia], release_year[2002], esrb[M (for Mature)], rating[excellent], genres[driving/racing, fighting, shooter], player_perspective[third person])","If you like games with fighting, Mafia is an excellent game that is rated M (for Mature). It is a third person driving/racing shooter from 2002.","['If you like games with fighting, Mafia is an excellent game that is rated M (for Mature). It is a third person driving/racing shooter from 2002.']"
viggo-train-4497,"request_explanation(developer[Blizzard North], rating[good], has_mac_release[yes])",What do you enjoy about Blizzard North's Mac games?,"[""What do you enjoy about Blizzard North's Mac games?""]"
viggo-train-4498,"request_explanation(developer[Blizzard North], rating[good], has_mac_release[yes])",What is it about the Blizzard North games that have gotten a Mac release that you find enjoyable?,['What is it about the Blizzard North games that have gotten a Mac release that you find enjoyable?']
viggo-train-4499,"request_explanation(developer[Blizzard North], rating[good], has_mac_release[yes])",How do you find playing Blizzard North games fun on Mac?,['How do you find playing Blizzard North games fun on Mac?']
viggo-train-4500,"inform(name[Half-Life 2], genres[shooter], player_perspective[first person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], has_linux_release[yes], has_mac_release[yes])","Half-Life 2 is a first person shooter available on PlayStation, Xbox, PC, Linux, and Mac. The game doesn't offer multiplayer support.","[""Half-Life 2 is a first person shooter available on PlayStation, Xbox, PC, Linux, and Mac. The game doesn't offer multiplayer support.""]"
viggo-train-4501,"inform(name[Half-Life 2], genres[shooter], player_perspective[first person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], has_linux_release[yes], has_mac_release[yes])","Half-Life 2 is a single-player first person shooter for PlayStation, Xbox, and PC. It is supported both on Linux and Mac.","['Half-Life 2 is a single-player first person shooter for PlayStation, Xbox, and PC. It is supported both on Linux and Mac.']"
viggo-train-4502,"inform(name[Half-Life 2], genres[shooter], player_perspective[first person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], has_linux_release[yes], has_mac_release[yes])","The single-player first person shooter, Half-Life 2, can be played on PlayStation, Xbox, or PC. There is both a Linux and a Mac release.","['The single-player first person shooter, Half-Life 2, can be played on PlayStation, Xbox, or PC. There is both a Linux and a Mac release.']"
viggo-train-4503,"inform(name[Tomb Raider: The Angel of Darkness], genres[action-adventure, shooter], player_perspective[third person], platforms[PlayStation, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[yes])","Tomb Raider: The Angel of Darkness is a third person action-adventure game with shooter elements available on Steam. It's out on PlayStation, PC, and Mac, but not Linux.","[""Tomb Raider: The Angel of Darkness is a third person action-adventure game with shooter elements available on Steam. It's out on PlayStation, PC, and Mac, but not Linux.""]"
viggo-train-4504,"inform(name[Tomb Raider: The Angel of Darkness], genres[action-adventure, shooter], player_perspective[third person], platforms[PlayStation, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[yes])","Tomb Raider: The Angel of Darkness is a third person action-adventure shooter game that is available on PC and PlayStation. The game is also available on Steam and supported on Mac, though not on Linux.","['Tomb Raider: The Angel of Darkness is a third person action-adventure shooter game that is available on PC and PlayStation. The game is also available on Steam and supported on Mac, though not on Linux.']"
viggo-train-4505,"inform(name[Tomb Raider: The Angel of Darkness], genres[action-adventure, shooter], player_perspective[third person], platforms[PlayStation, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[yes])","Tomb Raider: The Angel of Darkness is an action-adventure shooter played in a third person view. It can only be played on PlayStation or PC, with additional Mac support, not Linux though. You can purchase it on Steam.","['Tomb Raider: The Angel of Darkness is an action-adventure shooter played in a third person view. It can only be played on PlayStation or PC, with additional Mac support, not Linux though. You can purchase it on Steam.']"
viggo-train-4506,"inform(name[Commandos: Behind Enemy Lines], release_year[1998], esrb[T (for Teen)], genres[strategy, tactical], has_multiplayer[yes])","Released in 1998, Commandos: Behind Enemy Lines is a tactical strategy game with multiplayer capabilities and rated suitable for teens.","['Released in 1998, Commandos: Behind Enemy Lines is a tactical strategy game with multiplayer capabilities and rated suitable for teens.']"
viggo-train-4507,"inform(name[Commandos: Behind Enemy Lines], release_year[1998], esrb[T (for Teen)], genres[strategy, tactical], has_multiplayer[yes])","Hey, try the multiplayer tactical strategy game, Commandos: Behind Enemy Lines, from 1998. It's rated T (for Teen).","[""Hey, try the multiplayer tactical strategy game, Commandos: Behind Enemy Lines, from 1998. It's rated T (for Teen).""]"
viggo-train-4508,"inform(name[Commandos: Behind Enemy Lines], release_year[1998], esrb[T (for Teen)], genres[strategy, tactical], has_multiplayer[yes])",Commandos: Behind Enemy Lines is a 1998 tactical game that involves strategy. The game offers multiplayer and is rated T (for Teen).,['Commandos: Behind Enemy Lines is a 1998 tactical game that involves strategy. The game offers multiplayer and is rated T (for Teen).']
viggo-train-4509,"inform(name[Max Payne], developer[Remedy Entertainment], genres[action-adventure, shooter], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[yes])","Max Payne is an action-adventure shooter game by Remedy Entertainment. As a multiplatform developer, Remedy Entertainment created the game to be available on PlayStation, Xbox, Mac, and PC. It is available on Steam but does not have a Linux release.","['Max Payne is an action-adventure shooter game by Remedy Entertainment. As a multiplatform developer, Remedy Entertainment created the game to be available on PlayStation, Xbox, Mac, and PC. It is available on Steam but does not have a Linux release.']"
viggo-train-4510,"inform(name[Max Payne], developer[Remedy Entertainment], genres[action-adventure, shooter], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[yes])","Max Payne by Remedy Entertainment is an action-adventure shooter that is out on PlayStation, Xbox, PC, and Mac. It is available on Steam; however, it is not released on Linux.","['Max Payne by Remedy Entertainment is an action-adventure shooter that is out on PlayStation, Xbox, PC, and Mac. It is available on Steam; however, it is not released on Linux.']"
viggo-train-4511,"inform(name[Max Payne], developer[Remedy Entertainment], genres[action-adventure, shooter], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[yes])","Max Payne is an action-adventure shooter developed by Remedy Entertainment. It's available on PlayStation, Xbox, and PC through Steam, as well as Mac. There is no Linux release of Max Payne.","[""Max Payne is an action-adventure shooter developed by Remedy Entertainment. It's available on PlayStation, Xbox, and PC through Steam, as well as Mac. There is no Linux release of Max Payne.""]"
viggo-train-4512,"inform(name[Need for Speed: Shift], developer[Slightly Mad Studios], esrb[E (for Everyone)], genres[driving/racing, simulation], player_perspective[first person, third person], has_multiplayer[yes])","Need for Speed: Shift was developed by Slightly Mad Studios, and was released with an E (for Everyone) rating. It's a driving/racing simulation game. It has a multiplayer option, and can be played in either first person, or third person.","[""Need for Speed: Shift was developed by Slightly Mad Studios, and was released with an E (for Everyone) rating. It's a driving/racing simulation game. It has a multiplayer option, and can be played in either first person, or third person.""]"
viggo-train-4513,"inform(name[Need for Speed: Shift], developer[Slightly Mad Studios], esrb[E (for Everyone)], genres[driving/racing, simulation], player_perspective[first person, third person], has_multiplayer[yes])",Need for Speed: Shift by Slightly Mad Studios is a driving sim rated E (for Everyone). There's first and third person views and multiplayer.,"[""Need for Speed: Shift by Slightly Mad Studios is a driving sim rated E (for Everyone). There's first and third person views and multiplayer.""]"
viggo-train-4514,"inform(name[Need for Speed: Shift], developer[Slightly Mad Studios], esrb[E (for Everyone)], genres[driving/racing, simulation], player_perspective[first person, third person], has_multiplayer[yes])",Need for Speed: Shift is a first person and third person driving/racing simulator with multiplayer. It was developed by Slightly Mad Studios and rated E (for Everyone).,['Need for Speed: Shift is a first person and third person driving/racing simulator with multiplayer. It was developed by Slightly Mad Studios and rated E (for Everyone).']
viggo-train-4515,"inform(name[Age of Wonders II: The Wizard's Throne], release_year[2002], esrb[T (for Teen)], genres[role-playing, turn-based strategy], player_perspective[bird view], has_multiplayer[yes])","If you like turn-based strategy role-playing games, I would suggest trying out Age of Wonders II: The Wizard's Throne that came out in 2002. It is rated T (for Teen). In this multiplayer game, the player gets a bird view perspective.","[""If you like turn-based strategy role-playing games, I would suggest trying out Age of Wonders II: The Wizard's Throne that came out in 2002. It is rated T (for Teen). In this multiplayer game, the player gets a bird view perspective.""]"
viggo-train-4516,"inform(name[Age of Wonders II: The Wizard's Throne], release_year[2002], esrb[T (for Teen)], genres[role-playing, turn-based strategy], player_perspective[bird view], has_multiplayer[yes])","The turn-based role-playing strategy game, Age of Wonders II: The Wizard's Throne, is a good choice for teenagers as it features multiplayer action with a T rating. It was released in 2002 and offers a bird view game play perspective.","[""The turn-based role-playing strategy game, Age of Wonders II: The Wizard's Throne, is a good choice for teenagers as it features multiplayer action with a T rating. It was released in 2002 and offers a bird view game play perspective.""]"
viggo-train-4517,"inform(name[Age of Wonders II: The Wizard's Throne], release_year[2002], esrb[T (for Teen)], genres[role-playing, turn-based strategy], player_perspective[bird view], has_multiplayer[yes])","Age of Wonders II: The Wizard's Throne from 2002 has a bird view and is multiplayer. It is a role-playing, turn-based strategy game and is rated T (for Teen).","[""Age of Wonders II: The Wizard's Throne from 2002 has a bird view and is multiplayer. It is a role-playing, turn-based strategy game and is rated T (for Teen).""]"
viggo-train-4518,"request_explanation(rating[poor], has_multiplayer[no], platforms[PC])",Why don't you like single-player PC games?,"[""Why don't you like single-player PC games?""]"
viggo-train-4519,"request_explanation(rating[poor], has_multiplayer[no], platforms[PC])",Why is it that you hate PC games that don't have multiplayer?,"[""Why is it that you hate PC games that don't have multiplayer?""]"
viggo-train-4520,"request_explanation(rating[poor], has_multiplayer[no], platforms[PC])",Why is it that you don't like single-player only PC games?,"[""Why is it that you don't like single-player only PC games?""]"
viggo-train-4521,"inform(name[Assassin's Creed II], rating[good], genres[action-adventure, platformer], has_multiplayer[no], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[yes])","Assassin's Creed II is an action-adventure game released for PlayStation, Xbox, and PC. The single-player experience was released for Mac but does not offer a Linux release. Critical reception was good for the platformer.","[""Assassin's Creed II is an action-adventure game released for PlayStation, Xbox, and PC. The single-player experience was released for Mac but does not offer a Linux release. Critical reception was good for the platformer.""]"
viggo-train-4522,"inform(name[Assassin's Creed II], rating[good], genres[action-adventure, platformer], has_multiplayer[no], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[yes])","The action-adventure platformer Assassin's Creed II is considered a good game and is available on PlayStation, Xbox, Mac and PC. It was not released on Linux, and there is no multiplayer mode.","[""The action-adventure platformer Assassin's Creed II is considered a good game and is available on PlayStation, Xbox, Mac and PC. It was not released on Linux, and there is no multiplayer mode.""]"
viggo-train-4523,"inform(name[Assassin's Creed II], rating[good], genres[action-adventure, platformer], has_multiplayer[no], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[yes])","Assassin's Creed II is a good action-adventure platformer, but it doesn't have multiplayer. It was released for the PlayStation, Xbox, PC, and Mac, but not Linux.","[""Assassin's Creed II is a good action-adventure platformer, but it doesn't have multiplayer. It was released for the PlayStation, Xbox, PC, and Mac, but not Linux.""]"
viggo-train-4524,"inform(name[Little Nightmares], developer[Tarsier Studios], genres[adventure, platformer, puzzle], platforms[PlayStation, Xbox, PC], has_linux_release[yes], has_mac_release[no])","Tarsier Studios developed a puzzle, adventure, platformer game called Little Nightmares. There is a Linux version but it's not available for Mac and it can be played on PlayStation, Xbox, and PC.","[""Tarsier Studios developed a puzzle, adventure, platformer game called Little Nightmares. There is a Linux version but it's not available for Mac and it can be played on PlayStation, Xbox, and PC.""]"
viggo-train-4525,"inform(name[Little Nightmares], developer[Tarsier Studios], genres[adventure, platformer, puzzle], platforms[PlayStation, Xbox, PC], has_linux_release[yes], has_mac_release[no])","Little Nightmares is an adventure puzzle platformer that was developed by Tarsier Studios. You can play it on PlayStation, Xbox, PC as well as Linux, though it doesn't have a Mac release as well.","[""Little Nightmares is an adventure puzzle platformer that was developed by Tarsier Studios. You can play it on PlayStation, Xbox, PC as well as Linux, though it doesn't have a Mac release as well.""]"
viggo-train-4526,"inform(name[Little Nightmares], developer[Tarsier Studios], genres[adventure, platformer, puzzle], platforms[PlayStation, Xbox, PC], has_linux_release[yes], has_mac_release[no])","Little Nightmares is an adventure puzzle game by Tarsier Studios. The platformer game is available on PlayStation, Xbox, and PC. The title is not available on Mac, but can be played on Linux.","['Little Nightmares is an adventure puzzle game by Tarsier Studios. The platformer game is available on PlayStation, Xbox, and PC. The title is not available on Mac, but can be played on Linux.']"
viggo-train-4527,"inform(name[Assassin's Creed II], developer[Ubisoft Montreal], esrb[M (for Mature)], rating[good], genres[action-adventure, platformer], has_multiplayer[no])",Assassin's Creed II is a good game that was developed by Ubisoft Montreal. It is an action-adventure platformer rated M (for Mature). It does not have multiplayer.,"[""Assassin's Creed II is a good game that was developed by Ubisoft Montreal. It is an action-adventure platformer rated M (for Mature). It does not have multiplayer.""]"
viggo-train-4528,"inform(name[Assassin's Creed II], developer[Ubisoft Montreal], esrb[M (for Mature)], rating[good], genres[action-adventure, platformer], has_multiplayer[no])","Assassin's Creed II is a good action-adventure platformer, but does not have a multiplayer. It was developed by Ubisoft Montreal and is rated M (for Mature).","[""Assassin's Creed II is a good action-adventure platformer, but does not have a multiplayer. It was developed by Ubisoft Montreal and is rated M (for Mature).""]"
viggo-train-4529,"inform(name[Assassin's Creed II], developer[Ubisoft Montreal], esrb[M (for Mature)], rating[good], genres[action-adventure, platformer], has_multiplayer[no])","A fun action-adventure platformer I played is Assassin's Creed II, developed by Ubisoft Montreal. The game has no multiplayer mode, and it is for mature audiences only.","[""A fun action-adventure platformer I played is Assassin's Creed II, developed by Ubisoft Montreal. The game has no multiplayer mode, and it is for mature audiences only.""]"
viggo-train-4530,"inform(name[Ori and the Blind Forest], release_year[2015], rating[excellent], genres[adventure, platformer, puzzle], player_perspective[side view], platforms[Xbox, PC], has_linux_release[no], has_mac_release[no])","Ori and the Blind Forest is out on Xbox and PC, but it is not on Linux or Mac. It's an excellent adventure, puzzle platformer with a side view. It was released in 2015.","[""Ori and the Blind Forest is out on Xbox and PC, but it is not on Linux or Mac. It's an excellent adventure, puzzle platformer with a side view. It was released in 2015.""]"
viggo-train-4531,"inform(name[Ori and the Blind Forest], release_year[2015], rating[excellent], genres[adventure, platformer, puzzle], player_perspective[side view], platforms[Xbox, PC], has_linux_release[no], has_mac_release[no])",Ori and the Blind Forest is an excellent adventure platformer game that came out in 2015. This puzzle game is played from the side view perspective for Xbox and PC. You can't play this game on Linux or Mac.,"[""Ori and the Blind Forest is an excellent adventure platformer game that came out in 2015. This puzzle game is played from the side view perspective for Xbox and PC. You can't play this game on Linux or Mac.""]"
viggo-train-4532,"inform(name[Ori and the Blind Forest], release_year[2015], rating[excellent], genres[adventure, platformer, puzzle], player_perspective[side view], platforms[Xbox, PC], has_linux_release[no], has_mac_release[no])","Ori and the Blind Forest was released in 2015, and it is an excellent side view adventure, puzzle platformer. It runs on Xbox and PC, but it is not out on Linux or Mac.","['Ori and the Blind Forest was released in 2015, and it is an excellent side view adventure, puzzle platformer. It runs on Xbox and PC, but it is not out on Linux or Mac.']"
viggo-train-4533,"inform(name[Tomb Raider: The Angel of Darkness], developer[Core Design], genres[action-adventure, shooter], player_perspective[third person], platforms[PlayStation, PC], has_linux_release[no], has_mac_release[yes])","Core Design, the developers of the action-adventure shooter game Tomb Raider: The Angel of Darkness, used a third person perspective in this game. The PlayStation and PC game also has a Mac version, but no Linux release.","['Core Design, the developers of the action-adventure shooter game Tomb Raider: The Angel of Darkness, used a third person perspective in this game. The PlayStation and PC game also has a Mac version, but no Linux release.']"
viggo-train-4534,"inform(name[Tomb Raider: The Angel of Darkness], developer[Core Design], genres[action-adventure, shooter], player_perspective[third person], platforms[PlayStation, PC], has_linux_release[no], has_mac_release[yes])","If you want a third person action-adventure shooter, try Tomb Raider: The Angel of Darkness, developed by Core Design. You can get it on PlayStation and PC. There is a Mac release, but not Linux.","['If you want a third person action-adventure shooter, try Tomb Raider: The Angel of Darkness, developed by Core Design. You can get it on PlayStation and PC. There is a Mac release, but not Linux.']"
viggo-train-4535,"inform(name[Tomb Raider: The Angel of Darkness], developer[Core Design], genres[action-adventure, shooter], player_perspective[third person], platforms[PlayStation, PC], has_linux_release[no], has_mac_release[yes])","Tomb Raider: The Angel of Darkness by Core Design is a third person action-adventure shooter. It runs on PlayStation and PC, including Mac, but it is not released on Linux.","['Tomb Raider: The Angel of Darkness by Core Design is a third person action-adventure shooter. It runs on PlayStation and PC, including Mac, but it is not released on Linux.']"
viggo-train-4536,"verify_attribute(name[Lara Croft and the Temple of Osiris], developer[Crystal Dynamics], rating[average], platforms[PC])",Earlier you mentioned that you found Lara Croft and the Temple of Osiris to be average. Do you commonly find PC games from Crystal Dynamics average?,['Earlier you mentioned that you found Lara Croft and the Temple of Osiris to be average. Do you commonly find PC games from Crystal Dynamics average?']
viggo-train-4537,"verify_attribute(name[Lara Croft and the Temple of Osiris], developer[Crystal Dynamics], rating[average], platforms[PC])",I know you didn't love or hate Lara Croft and the Temple of Osiris. Do you feel similarly about other Crystal Dynamics games on PC?,"[""I know you didn't love or hate Lara Croft and the Temple of Osiris. Do you feel similarly about other Crystal Dynamics games on PC?""]"
viggo-train-4538,"verify_attribute(name[Lara Croft and the Temple of Osiris], developer[Crystal Dynamics], rating[average], platforms[PC])","So if I remember right, you feel that Lara Croft and the Temple of Osiris is thoroughly average in quality. Do you feel the same about the rest of Crystal Dynamics' PC game lineup?","[""So if I remember right, you feel that Lara Croft and the Temple of Osiris is thoroughly average in quality. Do you feel the same about the rest of Crystal Dynamics' PC game lineup?""]"
viggo-train-4539,"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], has_mac_release[yes])",I know you felt that Driver was mostly just average in quality. Would you say that the selection of driving/racing simulators on Mac leaves a lot to be desired?,['I know you felt that Driver was mostly just average in quality. Would you say that the selection of driving/racing simulators on Mac leaves a lot to be desired?']
viggo-train-4540,"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], has_mac_release[yes])","I know you are not the biggest fan of Driver, but do you generally feel ambivalent towards most driving/racing simulators on Mac?","['I know you are not the biggest fan of Driver, but do you generally feel ambivalent towards most driving/racing simulators on Mac?']"
viggo-train-4541,"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], has_mac_release[yes])",You said you were ambivalent towards Driver. Is this the case for all driving and racing simulations on Mac?,['You said you were ambivalent towards Driver. Is this the case for all driving and racing simulations on Mac?']
