signature;file_name;formID;editorID;text_content;content_source;name;topic;quest;topLevelPath;additional_content;speaker
MESG;FalloutNV.esm;000AFC3A;MS18ElevatorRoofMessageNoRepair;The express elevator to the lobby has no power. You lack the skill needed to restore it to working order (Repair 75 or higher required).;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [798] MS18ElevatorRoofMessageNoRepair [MESG:000AFC3A];;
MESG;FalloutNV.esm;000AFC39;MS18ElevatorRoofMessageNoBatt;The express elevator to the lobby has no power. A Fission Battery is required to restore it to working order.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [799] MS18ElevatorRoofMessageNoBatt [MESG:000AFC39];;
MESG;FalloutNV.esm;000AFC35;MS18ElevatorRoofMessage;The express elevator to the lobby has no power.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [800] MS18ElevatorRoofMessage [MESG:000AFC35];Repair the elevator with the Fission Battery.|Do nothing.;
MESG;FalloutNV.esm;000AFC1C;TrapMailboxWarnMsg;This Tampered Mailbox is rigged with an explosive.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [801] TrapMailboxWarnMsg [MESG:000AFC1C];Leave it alone.|Attempt to disarm.;
MESG;FalloutNV.esm;000AFC1B;TrapMailboxRearmMsg;The Tampered Mailbox has been disarmed.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [802] TrapMailboxRearmMsg [MESG:000AFC1B];Leave it alone.|Rearm as a timed trap (10 seconds).|Rearm as a Proximity Trap.;
MESG;FalloutNV.esm;000AEBF1;RR01BarricadeDoor01Msg;This door no longer operates.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [803] RR01BarricadeDoor01Msg [MESG:000AEBF1];;
MESG;FalloutNV.esm;000ACD94;CGTutorialPipboyLight;"Press and hold &-sUActnMenumode; to activate your Pip-Boy light.";DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [804] CGTutorialPipboyLight [MESG:000ACD94];;
MESG;FalloutNV.esm;000ACD93;CGTutorialTerminalLocked;You are now locked out of the terminal. You'll have to find the password somewhere.;DESC - Description;Terminal Locked;;; \ [00] FalloutNV.esm \ [79] Message \ [805] CGTutorialTerminalLocked [MESG:000ACD93];;
MESG;FalloutNV.esm;000AC37B;AWMStashFridgeKeyMsg;You use the key to unlock the secret compartment in the back of the freezer.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [806] AWMStashFridgeKeyMsg [MESG:000AC37B];;
MESG;FalloutNV.esm;000AC377;DoorOpenFailedRepairHighMsg;"Your Repair skill is not high enough to fix this broken door, but it seems to have been tampered with.
(Repair %.0f or higher required)";DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [807] DoorOpenFailedRepairHighMsg [MESG:000AC377];;
MESG;FalloutNV.esm;000ABF9E;CGTutorialPickUpReminder;You should get your stuff from your desk before you leave.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [808] CGTutorialPickUpReminder [MESG:000ABF9E];;
MESG;FalloutNV.esm;000ABF9D;CGTutorialFireWeapon2;"To aim, &sUActnBlock;. This increases your accuracy.";DESC - Description;Aim Weapon;;; \ [00] FalloutNV.esm \ [79] Message \ [809] CGTutorialFireWeapon2 [MESG:000ABF9D];;
MESG;FalloutNV.esm;000ABF9C;CGTutorialPickUp;You should get your stuff from your desk before you leave.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [810] CGTutorialPickUp [MESG:000ABF9C];;
MESG;FalloutNV.esm;000ABF9B;CGTutorialAccessHelpXBox;For more information, press START and select Help.;DESC - Description;In-game Help;;; \ [00] FalloutNV.esm \ [79] Message \ [811] CGTutorialAccessHelpXBox [MESG:000ABF9B];;
MESG;FalloutNV.esm;000ABF9A;CGTutorialAccessHelpPC;For more information, press ESC and select Help.;DESC - Description;In-game Help;;; \ [00] FalloutNV.esm \ [79] Message \ [812] CGTutorialAccessHelpPC [MESG:000ABF9A];;
MESG;FalloutNV.esm;000ABF58;LDWonderMeatMakerFailMsg;You do not have the required items. (Molerat Meat, Wonder Glue);DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [813] LDWonderMeatMakerFailMsg [MESG:000ABF58];;
MESG;FalloutNV.esm;000ABF57;LDWonderMeatMakerSuccessMsg;You have created some Wonder Meat!;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [814] LDWonderMeatMakerSuccessMsg [MESG:000ABF57];;
MESG;FalloutNV.esm;000ABF56;LDWonderMeatMakerFirstMsg;Would you like to make Wonder Meat? (1 Mole Rat Meat, 1 Wonder Glue);DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [815] LDWonderMeatMakerFirstMsg [MESG:000ABF56];Yes|No;
MESG;FalloutNV.esm;000ABC5A;HelpStealth;"Your stealth state is displayed when you crouch (&-sUActnCrouch;). [HIDDEN] means nobody detects you. [CAUTION] means someone is searching for you. [DANGER] means you have been detected by an enemy.

How stealthy you are is affected by many factors:

* Sneak skill: Your Sneak skill only helps you when you are crouching. The higher your Sneak skill, the easier it is to remain undetected, steal an item, or pick someone's pocket.

* Line of sight: An enemy is much less likely to detect you if he can't see you.

* Light level: You are harder to see in darker areas.

* Movement: You are hardest to detect when motionless, easiest to detect when running.

* Apparel weight: Heavier apparel makes more noise when moving.

* Sound: Most melee weapons make very little noise; bigger guns make a lot of noise.

Attacking while undetected gives you an automatic ""sneak"" critical.";DESC - Description;Stealth;;; \ [00] FalloutNV.esm \ [79] Message \ [816] HelpStealth [MESG:000ABC5A];;
MESG;FalloutNV.esm;000ABC59;CGTutorialHeal;Your health is low. You may want to use a Stimpak or find some water to drink.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [817] CGTutorialHeal [MESG:000ABC59];;
MESG;FalloutNV.esm;000ABC58;CGTutorialSneak;"To sneak or crouch, &sUActnCrouch;.";DESC - Description;Tutorial - Sneak;;; \ [00] FalloutNV.esm \ [79] Message \ [818] CGTutorialSneak [MESG:000ABC58];;
MESG;FalloutNV.esm;000ABBE1;MQ06LLTerminalMessage;The terminal is not powered.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [819] MQ06LLTerminalMessage [MESG:000ABBE1];;
MESG;FalloutNV.esm;000AAE5F;MQ05DoorLockedMessage;The door will not open. It feels as though it is blocked from the outside.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [820] MQ05DoorLockedMessage [MESG:000AAE5F];;
MESG;FalloutNV.esm;000AA84A;TrapComputerRearmNoGrenadeMsg;You need a grenade to rearm this trap.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [821] TrapComputerRearmNoGrenadeMsg [MESG:000AA84A];;
MESG;FalloutNV.esm;000A874A;AWMDoorOpenedRepairHighMsg;"You use your Repair skill to determine that someone has removed a vital component for the door's operation, but you manage to repair the door anyway.
(Repair %.0f passed)";DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [822] AWMDoorOpenedRepairHighMsg [MESG:000A874A];;
MESG;FalloutNV.esm;000A8749;AWMDoorOpenedRepairLowMsg;"You use your Repair skill to insert the missing part into the broken door.
(Repair %.0f passed)";DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [823] AWMDoorOpenedRepairLowMsg [MESG:000A8749];;
MESG;FalloutNV.esm;000A8748;DoorOpenFailedRepairMsg;"Your Repair skill is not high enough to fix this broken door.
(Repair %.0f or higher required)";DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [824] DoorOpenFailedRepairMsg [MESG:000A8748];;
MESG;FalloutNV.esm;000A871D;AWMStashNoteFridgeMsg;You see a secret compartment in the back of the freezer, just like the note said. However, you don't have the key to open the compartment. It must be back on the shelf of the storage room.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [825] AWMStashNoteFridgeMsg [MESG:000A871D];;
MESG;FalloutNV.esm;000A871C;AWMHighPerceptionPassFridgeMsg;"You notice that the freezer is a little smaller than all of the others. After closer inspection, you find that there is a secret compartment in the back. Unfortunately, it is locked and you are unable to pick it. There must be a key to open this lock.
(Perception %.0f passed)";DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [826] AWMHighPerceptionPassFridgeMsg [MESG:000A871C];;
MESG;FalloutNV.esm;000A611D;MQ06BackDoorMessage;This door is locked, and must be unlocked remotely.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [827] MQ06BackDoorMessage [MESG:000A611D];;
MESG;FalloutNV.esm;000A4F71;MQ08FireControlConsoleMessage02;The fire alarm can't be disabled.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [828] MQ08FireControlConsoleMessage02 [MESG:000A4F71];;
MESG;FalloutNV.esm;000A4F70;MQ08FireControlConsoleMessage;You've accessed the Vault 87 Medical Wing Fire Control Console. Once activated, the fire alarm can't be cancelled.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [829] MQ08FireControlConsoleMessage [MESG:000A4F70];Activate fire alarm.|Do nothing.;
MESG;FalloutNV.esm;000A1C19;MQ05MainframeDoorMessage;The door is not powered, and will not open.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [830] MQ05MainframeDoorMessage [MESG:000A1C19];;
MESG;FalloutNV.esm;000A0C2A;FFESupermutantCaptiveMessageBoxF;The Super Mutants have bound the captive for transportation. The ropes are digging into her wrists. She's obviously suffered from their abuse.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [831] FFESupermutantCaptiveMessageBoxF [MESG:000A0C2A];Leave the captive to her fate.|Untie her.;
MESG;FalloutNV.esm;000A0816;FFEDebugMsgRepeatFinishB;Finished all repeatable encounters in set B -- starting over with encounter %.0f;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [832] FFEDebugMsgRepeatFinishB [MESG:000A0816];;
MESG;FalloutNV.esm;000A0815;FFEDebugMsgRepeatFinishA;Finished all repeatable encounters in set A -- starting over with encounter %.0f;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [833] FFEDebugMsgRepeatFinishA [MESG:000A0815];;
MESG;FalloutNV.esm;000A0814;FFEDebugMsgInvalid;Invalid encounter -- keep rolling.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [834] FFEDebugMsgInvalid [MESG:000A0814];;
MESG;FalloutNV.esm;000A0813;FFEDebugMsgUniqueEncounterRoll;Unique encounter %.0f;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [835] FFEDebugMsgUniqueEncounterRoll [MESG:000A0813];;
MESG;FalloutNV.esm;000A0812;FFEDebugMsgRepeatEncounterRoll;Repeatable encounter %.0f;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [836] FFEDebugMsgRepeatEncounterRoll [MESG:000A0812];;
MESG;FalloutNV.esm;000A0811;FFEDebugMsgUniqueRoll;%.0f: Picked unique;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [837] FFEDebugMsgUniqueRoll [MESG:000A0811];;
MESG;FalloutNV.esm;000A0810;FFEDebugMsgRepeatRoll;%.0f: Picked repeating;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [838] FFEDebugMsgRepeatRoll [MESG:000A0810];;
MESG;FalloutNV.esm;000A080F;FFEDebugMsgChance;Repeating encounter chance: %.0f;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [839] FFEDebugMsgChance [MESG:000A080F];;
MESG;FalloutNV.esm;000A080E;FFEDebugMsgDogmeat;Dogmeat!;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [840] FFEDebugMsgDogmeat [MESG:000A080E];;
MESG;FalloutNV.esm;000A080D;FFEDebugMsgInit;Trigger zone initialized.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [841] FFEDebugMsgInit [MESG:000A080D];;
MESG;FalloutNV.esm;0009D95F;GenericGasValveSkillMsg;You examine the the broken gas valve and conclude that it is possible to repair it.  Do you wish to repair it?;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [842] GenericGasValveSkillMsg [MESG:0009D95F];Repair the Gas Valve|Leave it Alone;
MESG;FalloutNV.esm;0009D95E;GenericGasValveRepairMsg;You successfully repair the gas valve.  It can now be operated.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [843] GenericGasValveRepairMsg [MESG:0009D95E];;
MESG;FalloutNV.esm;0009D95D;GenericGasValveLowSkillMsg;You cannot figure out how to repair the gas valve. (Repair %.0f or higher required).;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [844] GenericGasValveLowSkillMsg [MESG:0009D95D];;
MESG;FalloutNV.esm;0009D241;MQ07BoxLockedMessage;The Box is locked, and requires a key.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [845] MQ07BoxLockedMessage [MESG:0009D241];;
MESG;FalloutNV.esm;00044A4B;DoorOpenedScienceMsg;"You use your Science skill to find and fix the faulty capacitor in the door release mechanism.
(Science %.0f passed)";DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [846] DoorOpenedScienceMsg [MESG:00044A4B];;
MESG;FalloutNV.esm;00044A37;DoorOpenFailedScienceMsg;"Your Science skill is not high enough to fix this broken door.
(Science %.0f or higher required)";DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [847] DoorOpenFailedScienceMsg [MESG:00044A37];;
MESG;FalloutNV.esm;0004463A;CG04LockedDoorLockBrokenMsg;"You broke the lock while trying to force it. Now you'll need a key to open it. Maybe the Overseer keeps a key hidden somewhere in his bedroom.
";DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [848] CG04LockedDoorLockBrokenMsg [MESG:0004463A];;
MESG;FalloutNV.esm;00098748;CGTutorialFireWeapon;"To fire your weapon, &sUActnUse;.";DESC - Description;Fire Weapon;;; \ [00] FalloutNV.esm \ [79] Message \ [849] CGTutorialFireWeapon [MESG:00098748];;
MESG;FalloutNV.esm;00098747;CGTutorialVATS;"To enter VATS, &sUActnVats;.";DESC - Description;VATS;;; \ [00] FalloutNV.esm \ [79] Message \ [850] CGTutorialVATS [MESG:00098747];;
MESG;FalloutNV.esm;0009871A;CGTutorialPipboy;"To bring up your Pip-Boy, &sUActnMenumode;.";DESC - Description;Pip-Boy;;; \ [00] FalloutNV.esm \ [79] Message \ [851] CGTutorialPipboy [MESG:0009871A];;
MESG;FalloutNV.esm;00098719;CGTutorialMovementRun;"To toggle between run and walk, &sUActnToggleRun;.";DESC - Description;Movement;;; \ [00] FalloutNV.esm \ [79] Message \ [852] CGTutorialMovementRun [MESG:00098719];;
MESG;FalloutNV.esm;00097183;FFSupermutantCaptiveNoActivateMessage;You cannot help the captive while in combat.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [853] FFSupermutantCaptiveNoActivateMessage [MESG:00097183];;
MESG;FalloutNV.esm;00097182;FFESupermutantCaptiveMessageBoxM;The Super Mutants have bound the captive for transportation. The ropes are digging into his wrists. He's obviously suffered from their abuse.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [854] FFESupermutantCaptiveMessageBoxM [MESG:00097182];Leave the captive to his fate.|Untie him.;
MESG;FalloutNV.esm;0009265D;MS01ProtectronMessage;Repair robot?;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [855] MS01ProtectronMessage [MESG:0009265D];Do nothing.|Repair robot.;
MESG;FalloutNV.esm;0007E5E1;FFRadioSignal01msg;Restoring power to this broadcast station has amplified a faint signal being transmitted from somewhere in the nearby area.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [856] FFRadioSignal01msg [MESG:0007E5E1];;
MESG;FalloutNV.esm;0008C77A;MS13QuestFailedMessage;All four VIP targets have died.;DESC - Description;Strictly Business;;; \ [00] FalloutNV.esm \ [79] Message \ [857] MS13QuestFailedMessage [MESG:0008C77A];;
MESG;FalloutNV.esm;000892B9;MS01RedDied;Red has died.;DESC - Description;Big Trouble in Big Town;;; \ [00] FalloutNV.esm \ [79] Message \ [858] MS01RedDied [MESG:000892B9];;
MESG;FalloutNV.esm;000872A7;MS16Vault101ControlPodMsg;You don't know the new entrance password.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [859] MS16Vault101ControlPodMsg [MESG:000872A7];;
MESG;FalloutNV.esm;000872A6;MS16Vault101ControlPodMsg02;"Password ""Amata"" entered.";DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [860] MS16Vault101ControlPodMsg02 [MESG:000872A6];;
MESG;FalloutNV.esm;00000182;HelpPipBoyData;"The Maps are located in your Pip-Boy's Data section.

The Local Map displays an overhead map of your current location, as well as any nearby doors.

The World Map shows an overhead map of the entire Mojave Wasteland area, and markers for any places that have been discovered during the course of your adventures. You can even fast travel directly to any place you have previously visited.

You can zoom the maps in and out, or place (or move, or delete) a custom map marker.

If your active quest has any quest targets, these will be displayed on both the Local and World Maps.

On the World Map, your path to a quest target is indicated by a dotted line. In some cases, you may need to take a route through different areas, and the dotted line will reflect that.";DESC - Description;Maps;;; \ [00] FalloutNV.esm \ [79] Message \ [861] HelpPipBoyData [MESG:00000182];;
MESG;FalloutNV.esm;00000181;HelpPipBoyStats;"When you are hurt, there are several ways to restore your health:

* Visit a doctor and pay for healing.
* Use a Stimpak.
* Eat food or drink water.
* Sleep in a bed.";DESC - Description;Healing;;; \ [00] FalloutNV.esm \ [79] Message \ [862] HelpPipBoyStats [MESG:00000181];;
MESG;FalloutNV.esm;00084963;MQ05PipeControlDebug;DEBUG: Pipe control activated;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [863] MQ05PipeControlDebug [MESG:00084963];;
MESG;FalloutNV.esm;0007F475;HD00InfirmaryHealMessage;Health fully restored.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [864] HD00InfirmaryHealMessage [MESG:0007F475];;
MESG;FalloutNV.esm;0007F474;HD00InfirmaryLimbsMessage;All disabled body parts fully restored.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [865] HD00InfirmaryLimbsMessage [MESG:0007F474];;
MESG;FalloutNV.esm;0007F472;HD00InfirmaryMessage;What would you like to do with your My First Infirmary?;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [866] HD00InfirmaryMessage [MESG:0007F472];Heal Yourself|Restore Damaged Limbs|Remove All Rads|Do Nothing;
MESG;FalloutNV.esm;0007E363;LDPrintingPressActivatedElsewhereMsg;This printing press is activated elsewhere.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [867] LDPrintingPressActivatedElsewhereMsg [MESG:0007E363];;
MESG;FalloutNV.esm;0007E1B1;HDLabDetoxify;You have been fully detoxified.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [868] HDLabDetoxify [MESG:0007E1B1];;
MESG;FalloutNV.esm;0007E1B0;HD00LabMessage02;The My First Laboratory has completed a compound.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [869] HD00LabMessage02 [MESG:0007E1B0];;
MESG;FalloutNV.esm;0007E1AF;HD00LabMessage01;The My First Laboratory is currently brewing a new compound which should take about a day. Detoxify is not available until it's completed.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [870] HD00LabMessage01 [MESG:0007E1AF];;
MESG;FalloutNV.esm;0007E126;CGTutorialMovement;"Use &-sUActnForward;&-sUActnSldleft;&-sUActnBack;&-sUActnSldright; to move. The mouse turns you.";DESC - Description;Movement;;; \ [00] FalloutNV.esm \ [79] Message \ [871] CGTutorialMovement [MESG:0007E126];;
MESG;FalloutNV.esm;0007DD5C;HD00LabMessage;What would you like to do with your My First Laboratory?;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [872] HD00LabMessage [MESG:0007DD5C];Create a New Compound|De-Toxify Yourself|Do Nothing;
MESG;FalloutNV.esm;00078CBA;MS11BombMessageArmFail;You do not have the specialized equipment to rig the bomb to explode. [Requires a Fusion Pulse Charge];DESC - Description;Need Fusion Pulse Charge;;; \ [00] FalloutNV.esm \ [79] Message \ [873] MS11BombMessageArmFail [MESG:00078CBA];;
MESG;FalloutNV.esm;00078CB9;MS11BombMessageArmed;The bomb is already rigged with the Fusion Pulse Charge, and armed to detonate remotely.;DESC - Description;Megaton Bomb Armed;;; \ [00] FalloutNV.esm \ [79] Message \ [874] MS11BombMessageArmed [MESG:00078CB9];;
MESG;FalloutNV.esm;00078CB8;MS11BombMessageArmSuccess;You successfully insert the Fusion Pulse Charge. The bomb is now rigged to explode (from a safe distance, of course).;DESC - Description;Megaton Bomb Armed;;; \ [00] FalloutNV.esm \ [79] Message \ [875] MS11BombMessageArmSuccess [MESG:00078CB8];;
MESG;FalloutNV.esm;00078CB7;MS11BombMessageDisarmLuck;You got lucky and disarmed the bomb.;DESC - Description;Congratulations!;;; \ [00] FalloutNV.esm \ [79] Message \ [876] MS11BombMessageDisarmLuck [MESG:00078CB7];;
MESG;FalloutNV.esm;00078CB6;MS11BombMessageWarning;"Disarming the bomb requires considerable skill with explosives. You probably should leave it alone.

(Note: Atomic explosions are rumored to be quite dangerous.)";DESC - Description;Warning!;;; \ [00] FalloutNV.esm \ [79] Message \ [877] MS11BombMessageWarning [MESG:00078CB6];Do nothing.|Whatever. I know what I'm doing.|Close eyes, pick a wire, and pull.;
MESG;FalloutNV.esm;00078CB5;MS11BombMessageDisarmSuccess;You have successfully disarmed the bomb.;DESC - Description;Congratulations!;;; \ [00] FalloutNV.esm \ [79] Message \ [878] MS11BombMessageDisarmSuccess [MESG:00078CB5];;
MESG;FalloutNV.esm;00078CB4;MS11BombMessageDisarmed;The bomb has been disarmed, and no longer poses a threat to the people of Megaton.;DESC - Description;Megaton Bomb -- Disarmed;;; \ [00] FalloutNV.esm \ [79] Message \ [879] MS11BombMessageDisarmed [MESG:00078CB4];;
MESG;FalloutNV.esm;00078CB2;MS11BombMessage;"The bomb appears inert, but further examination reveals that it is still operational, and still quite dangerous.

With the right gear it would be trivial to rig it to explode. To disarm the bomb, however, would take a highly skilled explosives expert.";DESC - Description;Megaton Bomb;;; \ [00] FalloutNV.esm \ [79] Message \ [880] MS11BombMessage [MESG:00078CB2];Do nothing.|Attempt to disarm the bomb.|Rig the bomb to explode.;
MESG;FalloutNV.esm;00078CB1;MS11BombMessageNoSkill;You lack the Explosives skill needed to interact with the bomb (Explosives %.0f or higher required).;DESC - Description;Megaton Bomb;;; \ [00] FalloutNV.esm \ [79] Message \ [881] MS11BombMessageNoSkill [MESG:00078CB1];;
MESG;FalloutNV.esm;00074EF8;MS17MainframeMessage;You've accessed the Vault-Tec Mainframe.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [882] MS17MainframeMessage [MESG:00074EF8];Download Vault locations and access codes.|Do nothing.;
MESG;FalloutNV.esm;00074728;MS17RobotsMessage;Administrative Security Robots Disabled;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [883] MS17RobotsMessage [MESG:00074728];;
MESG;FalloutNV.esm;00074726;MS17MasterbrainInternalMessage;You have accessed the Masterbrain's internal mechanisms. If you destroy its uplink, it will cause all of the automated security units in Vault-Tec to shut down.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [884] MS17MasterbrainInternalMessage [MESG:00074726];Destroy security uplink.|Do nothing.;
MESG;FalloutNV.esm;0007261F;TrapPitchingDetectMsg;Your repair skill allows you to disarm the pitching machine.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [885] TrapPitchingDetectMsg [MESG:0007261F];Leave it alone.|Disarm Pitching Machine.;
MESG;FalloutNV.esm;00071EA7;TrapToiletDetectMsg;Your repair skill allows you to grab the Microfusion Cells without getting shocked.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [886] TrapToiletDetectMsg [MESG:00071EA7];Leave the Microfusion Cells alone.|Take the Microfusion Cells.;
MESG;FalloutNV.esm;00070798;PPurityControlActivateMessage;The console is powered, and ready to accept the activation code.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [887] PPurityControlActivateMessage [MESG:00070798];Leave it alone.|Enter the code.;
MESG;FalloutNV.esm;00070797;PPurityControlNoPowerMessage;The console is currently without power.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [888] PPurityControlNoPowerMessage [MESG:00070797];;
MESG;FalloutNV.esm;0006EC66;GenericIntercomNoResponseMsg;There's no response from the intercom.;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [889] GenericIntercomNoResponseMsg [MESG:0006EC66];;
MESG;FalloutNV.esm;0006B924;DefaultDebugIncrement10;<DEBUG 010>;DESC - Description;DEBUG MESSAGE;;; \ [00] FalloutNV.esm \ [79] Message \ [890] DefaultDebugIncrement10 [MESG:0006B924];;
MESG;FalloutNV.esm;0006B923;DefaultDebugIncrement05;<DEBUG 005>;DESC - Description;DEBUG MESSAGE;;; \ [00] FalloutNV.esm \ [79] Message \ [891] DefaultDebugIncrement05 [MESG:0006B923];;
MESG;FalloutNV.esm;0006B922;DefaultDebugIncrement01;<DEBUG 001>;DESC - Description;DEBUG MESSAGE;;; \ [00] FalloutNV.esm \ [79] Message \ [892] DefaultDebugIncrement01 [MESG:0006B922];;
MESG;FalloutNV.esm;0006B250;HelpKarma;"Karma is an overall indication of your sense of good, evil... or neutrality.  Your Karma starts at Neutral, and changes based on your actions. It can go up to Good or Very Good, or down to Evil or Very Evil. Kind or self-sacrificing acts will net you good Karma. Selfish and malicious acts will earn evil Karma. Sometimes, killing a particularly saintly or terrible enemy will modify your Karma as well.

Though some people in the world react to Karma, most base their opinons off of Reputation. Karma is simply the universe's way of tracking your good and bad deeds in the world.";DESC - Description;Karma;;; \ [00] FalloutNV.esm \ [79] Message \ [893] HelpKarma [MESG:0006B250];;
MESG;FalloutNV.esm;0006AA2C;MQ05EnclaveDoorMSG;This door locks from the other side;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [894] MQ05EnclaveDoorMSG [MESG:0006AA2C];;
MESG;FalloutNV.esm;00068AAF;EndingBink15;Closing Bink for Ending Sequence;DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [895] EndingBink15 [MESG:00068AAF];;
MESG;FalloutNV.esm;00068AAE;EndingBink14;Player Sided With Eden Bink for Ending Sequence (Plays if the player DID poison the FEV as Eden wished);DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [896] EndingBink14 [MESG:00068AAE];;
MESG;FalloutNV.esm;00068AAD;EndingBink13;Player Didn't Side With Eden Bink 2 for Ending Sequence (Plays if the player didn't poison the FEV as Eden wished, and also destroyed Raven Rock and President Eden.);DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [897] EndingBink13 [MESG:00068AAD];;
MESG;FalloutNV.esm;00068AAC;EndingBink12;Player Didn't Side With Eden Bink 1 for Ending Sequence (Plays if the player didn't poison the FEV as Eden wished, but Eden and Raven Rock weren't destroyed by the player.);DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [898] EndingBink12 [MESG:00068AAC];;
MESG;FalloutNV.esm;00068AAB;EndingBink11;Player Dies (Evil) Bink for Ending Sequence (Plays if the player lets Project Purity blow up before the purifier is started);DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [899] EndingBink11 [MESG:00068AAB];;
MESG;FalloutNV.esm;00068AAA;EndingBink10;Player Lives Bink for Ending Sequence (Plays if Sarah Lyons sacrifices herself in the Project Purity chamber instead of the player.);DESC - Description;;;; \ [00] FalloutNV.esm \ [79] Message \ [900] EndingBink10 [MESG:00068AAA];;
